AdaptStationary::AdaptStationary():
               You make use of the obsolete constructor AdaptStationary::AdaptStationary(...)!
               Please use the constructor that uses references instead of pointers!
8484 : 0.0007 : 0.0120335 : 9.54601e-05 : 1.2 : 0.7
8485 : 0.0007 : 0.0120323 : 9.54551e-05 : 1.2 : 0.7
8486 : 0.0007 : 0.0120312 : 9.54501e-05 : 1.2 : 0.7
8487 : 0.0007 : 0.01203 : 9.5445e-05 : 1.2 : 0.7
8488 : 0.0007 : 0.0120289 : 9.544e-05 : 1.2 : 0.7
8489 : 0.0007 : 0.0120277 : 9.54349e-05 : 1.2 : 0.7
8490 : 0.0007 : 0.0120266 : 9.54298e-05 : 1.2 : 0.7
8491 : 0.0007 : 0.0120254 : 9.54248e-05 : 1.2 : 0.7
8492 : 0.0007 : 0.0120243 : 9.54198e-05 : 1.2 : 0.7
8493 : 0.0007 : 0.0120232 : 9.54147e-05 : 1.2 : 0.7
8494 : 0.0007 : 0.012022 : 9.54097e-05 : 1.2 : 0.7
8495 : 0.0007 : 0.0120209 : 9.54046e-05 : 1.2 : 0.7
8496 : 0.0007 : 0.0120197 : 9.53996e-05 : 1.2 : 0.7
8497 : 0.0007 : 0.0120186 : 9.53946e-05 : 1.2 : 0.7
8498 : 0.0007 : 0.0120174 : 9.53895e-05 : 1.2 : 0.7
8499 : 0.0007 : 0.0120163 : 9.53845e-05 : 1.2 : 0.7
8500 : 0.0007 : 0.0120151 : 9.53794e-05 : 1.2 : 0.7
8501 : 0.0007 : 0.012014 : 9.53744e-05 : 1.2 : 0.7
8502 : 0.0007 : 0.0120128 : 9.53694e-05 : 1.2 : 0.7
8503 : 0.0007 : 0.0120117 : 9.53643e-05 : 1.2 : 0.7
8504 : 0.0007 : 0.0120105 : 9.53593e-05 : 1.2 : 0.7
8505 : 0.0007 : 0.0120094 : 9.53543e-05 : 1.2 : 0.7
8506 : 0.0007 : 0.0120083 : 9.53492e-05 : 1.2 : 0.7
8507 : 0.0007 : 0.0120071 : 9.53442e-05 : 1.2 : 0.7
8508 : 0.0007 : 0.012006 : 9.53391e-05 : 1.2 : 0.7
8509 : 0.0007 : 0.0120048 : 9.53341e-05 : 1.2 : 0.7
8510 : 0.0007 : 0.0120037 : 9.5329e-05 : 1.2 : 0.7
8511 : 0.0007 : 0.0120025 : 9.5324e-05 : 1.2 : 0.7
8512 : 0.0007 : 0.0120014 : 9.5319e-05 : 1.2 : 0.7
8513 : 0.0007 : 0.0120002 : 9.5314e-05 : 1.2 : 0.7
8514 : 0.0007 : 0.0119991 : 9.53089e-05 : 1.2 : 0.7
8515 : 0.0007 : 0.011998 : 9.53039e-05 : 1.2 : 0.7
8516 : 0.0007 : 0.0119968 : 9.52988e-05 : 1.2 : 0.7
8517 : 0.0007 : 0.0119957 : 9.52938e-05 : 1.2 : 0.7
8518 : 0.0007 : 0.0119945 : 9.52888e-05 : 1.2 : 0.7
8519 : 0.0007 : 0.0119934 : 9.52837e-05 : 1.2 : 0.7
8520 : 0.0007 : 0.0119922 : 9.52787e-05 : 1.2 : 0.7
8521 : 0.0007 : 0.0119911 : 9.51617e-05 : 1.2 : 0.7
8522 : 0.0007 : 0.01199 : 9.51111e-05 : 1.2 : 0.7
8523 : 0.0007 : 0.0119888 : 9.51061e-05 : 1.2 : 0.7
8524 : 0.0007 : 0.0119877 : 9.51011e-05 : 1.2 : 0.7
8525 : 0.0007 : 0.0119865 : 9.5096e-05 : 1.2 : 0.7
8526 : 0.0007 : 0.0119854 : 9.50911e-05 : 1.2 : 0.7
8527 : 0.0007 : 0.0119843 : 9.50861e-05 : 1.2 : 0.7
8528 : 0.0007 : 0.0119831 : 9.50811e-05 : 1.2 : 0.7
8529 : 0.0007 : 0.011982 : 9.50761e-05 : 1.2 : 0.7
8530 : 0.0007 : 0.0119808 : 9.50711e-05 : 1.2 : 0.7
8531 : 0.0007 : 0.0119797 : 9.50661e-05 : 1.2 : 0.7
8532 : 0.0007 : 0.0119786 : 9.50611e-05 : 1.2 : 0.7
8533 : 0.0007 : 0.0119774 : 9.50561e-05 : 1.2 : 0.7
8534 : 0.0007 : 0.0119763 : 9.50511e-05 : 1.2 : 0.7
8535 : 0.0007 : 0.0119751 : 9.50457e-05 : 1.2 : 0.7
8536 : 0.0007 : 0.011974 : 9.50411e-05 : 1.2 : 0.7
8537 : 0.0007 : 0.0119729 : 9.50361e-05 : 1.2 : 0.7
8538 : 0.0007 : 0.0119717 : 9.50311e-05 : 1.2 : 0.7
8539 : 0.0007 : 0.0119706 : 9.50261e-05 : 1.2 : 0.7
8540 : 0.0007 : 0.0119695 : 9.50211e-05 : 1.2 : 0.7
8541 : 0.0007 : 0.0119683 : 9.50161e-05 : 1.2 : 0.7
8542 : 0.0007 : 0.0119672 : 9.50111e-05 : 1.2 : 0.7
8543 : 0.0007 : 0.011966 : 9.50061e-05 : 1.2 : 0.7
8544 : 0.0007 : 0.0119649 : 9.50011e-05 : 1.2 : 0.7
8545 : 0.0007 : 0.0119638 : 9.49961e-05 : 1.2 : 0.7
8546 : 0.0007 : 0.0119626 : 9.49912e-05 : 1.2 : 0.7
8547 : 0.0007 : 0.0119615 : 9.49861e-05 : 1.2 : 0.7
8548 : 0.0007 : 0.0119604 : 9.49812e-05 : 1.2 : 0.7
8549 : 0.0007 : 0.0119592 : 9.49762e-05 : 1.2 : 0.7
8550 : 0.0007 : 0.0119581 : 9.49712e-05 : 1.2 : 0.7
8551 : 0.0007 : 0.011957 : 9.49662e-05 : 1.2 : 0.7
8552 : 0.0007 : 0.0119558 : 9.49612e-05 : 1.2 : 0.7
8553 : 0.0007 : 0.0119547 : 9.49562e-05 : 1.2 : 0.7
8554 : 0.0007 : 0.0119536 : 9.49512e-05 : 1.2 : 0.7
8555 : 0.0007 : 0.0119524 : 9.49462e-05 : 1.2 : 0.7
8556 : 0.0007 : 0.0119513 : 9.49412e-05 : 1.2 : 0.7
8557 : 0.0007 : 0.0119501 : 9.49361e-05 : 1.2 : 0.7
8558 : 0.0007 : 0.011949 : 9.49312e-05 : 1.2 : 0.7
8559 : 0.0007 : 0.0119479 : 9.49263e-05 : 1.2 : 0.7
8560 : 0.0007 : 0.0119467 : 9.49213e-05 : 1.2 : 0.7
8561 : 0.0007 : 0.0119456 : 9.49163e-05 : 1.2 : 0.7
8562 : 0.0007 : 0.0119445 : 9.49113e-05 : 1.2 : 0.7
8563 : 0.0007 : 0.0119433 : 9.49063e-05 : 1.2 : 0.7
8564 : 0.0007 : 0.0119422 : 9.49013e-05 : 1.2 : 0.7
8565 : 0.0007 : 0.0119411 : 9.48964e-05 : 1.2 : 0.7
8566 : 0.0007 : 0.0119399 : 9.48913e-05 : 1.2 : 0.7
8567 : 0.0007 : 0.0119388 : 9.48864e-05 : 1.2 : 0.7
8568 : 0.0007 : 0.0119377 : 9.4797e-05 : 1.2 : 0.7
8569 : 0.0007 : 0.0119365 : 9.46258e-05 : 1.2 : 0.7
8570 : 0.0007 : 0.0119354 : 9.46209e-05 : 1.2 : 0.7
8571 : 0.0007 : 0.0119343 : 9.46159e-05 : 1.2 : 0.7
8572 : 0.0007 : 0.0119332 : 9.4611e-05 : 1.2 : 0.7
8573 : 0.0007 : 0.011932 : 9.46061e-05 : 1.2 : 0.7
8574 : 0.0007 : 0.0119309 : 9.46011e-05 : 1.2 : 0.7
8575 : 0.0007 : 0.0119298 : 9.45962e-05 : 1.2 : 0.7
8576 : 0.0007 : 0.0119286 : 9.45912e-05 : 1.2 : 0.7
8577 : 0.0007 : 0.0119275 : 9.45863e-05 : 1.2 : 0.7
8578 : 0.0007 : 0.0119264 : 9.45814e-05 : 1.2 : 0.7
8579 : 0.0007 : 0.0119253 : 9.45764e-05 : 1.2 : 0.7
8580 : 0.0007 : 0.0119241 : 9.45715e-05 : 1.2 : 0.7
8581 : 0.0007 : 0.011923 : 9.45666e-05 : 1.2 : 0.7
8582 : 0.0007 : 0.0119219 : 9.45616e-05 : 1.2 : 0.7
8583 : 0.0007 : 0.0119208 : 9.45566e-05 : 1.2 : 0.7
8584 : 0.0007 : 0.0119196 : 9.45518e-05 : 1.2 : 0.7
8585 : 0.0007 : 0.0119185 : 9.45468e-05 : 1.2 : 0.7
8586 : 0.0007 : 0.0119174 : 9.45419e-05 : 1.2 : 0.7
8587 : 0.0007 : 0.0119162 : 9.4537e-05 : 1.2 : 0.7
8588 : 0.0007 : 0.0119151 : 9.4532e-05 : 1.2 : 0.7
8589 : 0.0007 : 0.011914 : 9.45271e-05 : 1.2 : 0.7
8590 : 0.0007 : 0.0119129 : 9.45222e-05 : 1.2 : 0.7
8591 : 0.0007 : 0.0119117 : 9.45173e-05 : 1.2 : 0.7
8592 : 0.0007 : 0.0119106 : 9.45123e-05 : 1.2 : 0.7
8593 : 0.0007 : 0.0119095 : 9.45074e-05 : 1.2 : 0.7
8594 : 0.0007 : 0.0119084 : 9.45024e-05 : 1.2 : 0.7
8595 : 0.0007 : 0.0119072 : 9.44975e-05 : 1.2 : 0.7
8596 : 0.0007 : 0.0119061 : 9.44926e-05 : 1.2 : 0.7
8597 : 0.0007 : 0.011905 : 9.44877e-05 : 1.2 : 0.7
8598 : 0.0007 : 0.0119039 : 9.44827e-05 : 1.2 : 0.7
8599 : 0.0007 : 0.0119027 : 9.44778e-05 : 1.2 : 0.7
8600 : 0.0007 : 0.0119016 : 9.44729e-05 : 1.2 : 0.7
8601 : 0.0007 : 0.0119005 : 9.4468e-05 : 1.2 : 0.7
8602 : 0.0007 : 0.0118994 : 9.4463e-05 : 1.2 : 0.7
8603 : 0.0007 : 0.0118982 : 9.44581e-05 : 1.2 : 0.7
8604 : 0.0007 : 0.0118971 : 9.44532e-05 : 1.2 : 0.7
8605 : 0.0007 : 0.011896 : 9.44482e-05 : 1.2 : 0.7
8606 : 0.0007 : 0.0118949 : 9.44433e-05 : 1.2 : 0.7
8607 : 0.0007 : 0.0118937 : 9.44384e-05 : 1.2 : 0.7
8608 : 0.0007 : 0.0118926 : 9.44335e-05 : 1.2 : 0.7
8609 : 0.0007 : 0.0118915 : 9.44285e-05 : 1.2 : 0.7
8610 : 0.0007 : 0.0118904 : 9.44237e-05 : 1.2 : 0.7
8611 : 0.0007 : 0.0118893 : 9.44187e-05 : 1.2 : 0.7
8612 : 0.0007 : 0.0118881 : 9.44138e-05 : 1.2 : 0.7
8613 : 0.0007 : 0.011887 : 9.44088e-05 : 1.2 : 0.7
8614 : 0.0007 : 0.0118859 : 9.44039e-05 : 1.2 : 0.7
8615 : 0.0007 : 0.0118848 : 9.4399e-05 : 1.2 : 0.7
8616 : 0.0007 : 0.0118836 : 9.43941e-05 : 1.2 : 0.7
8617 : 0.0007 : 0.0118825 : 9.43891e-05 : 1.2 : 0.7
8618 : 0.0007 : 0.0118814 : 9.43842e-05 : 1.2 : 0.7
8619 : 0.0007 : 0.0118803 : 9.43793e-05 : 1.2 : 0.7
8620 : 0.0007 : 0.0118792 : 9.43744e-05 : 1.2 : 0.7
8621 : 0.0007 : 0.011878 : 9.43695e-05 : 1.2 : 0.7
8622 : 0.0007 : 0.0118769 : 9.43646e-05 : 1.2 : 0.7
8623 : 0.0007 : 0.0118758 : 9.43597e-05 : 1.2 : 0.7
8624 : 0.0007 : 0.0118747 : 9.43547e-05 : 1.2 : 0.7
8625 : 0.0007 : 0.0118736 : 9.43498e-05 : 1.2 : 0.7
8626 : 0.0007 : 0.0118724 : 9.43449e-05 : 1.2 : 0.7
8627 : 0.0007 : 0.0118713 : 9.434e-05 : 1.2 : 0.7
8628 : 0.0007 : 0.0118702 : 9.43351e-05 : 1.2 : 0.7
8629 : 0.0007 : 0.0118691 : 9.43302e-05 : 1.2 : 0.7
8630 : 0.0007 : 0.011868 : 9.43252e-05 : 1.2 : 0.7
8631 : 0.0007 : 0.0118668 : 9.43203e-05 : 1.2 : 0.7
8632 : 0.0007 : 0.0118657 : 9.43154e-05 : 1.2 : 0.7
8633 : 0.0007 : 0.0118646 : 9.43105e-05 : 1.2 : 0.7
8634 : 0.0007 : 0.0118635 : 9.43056e-05 : 1.2 : 0.7
8635 : 0.0007 : 0.0118624 : 9.43007e-05 : 1.2 : 0.7
8636 : 0.0007 : 0.0118612 : 9.42958e-05 : 1.2 : 0.7
8637 : 0.0007 : 0.0118601 : 9.42908e-05 : 1.2 : 0.7
8638 : 0.0007 : 0.011859 : 9.42859e-05 : 1.2 : 0.7
8639 : 0.0007 : 0.0118579 : 9.4281e-05 : 1.2 : 0.7
8640 : 0.0007 : 0.0118568 : 9.42761e-05 : 1.2 : 0.7
8641 : 0.0007 : 0.0118557 : 9.42712e-05 : 1.2 : 0.7
8642 : 0.0007 : 0.0118545 : 9.42663e-05 : 1.2 : 0.7
8643 : 0.0007 : 0.0118534 : 9.42614e-05 : 1.2 : 0.7
8644 : 0.0007 : 0.0118523 : 9.42565e-05 : 1.2 : 0.7
8645 : 0.0007 : 0.0118512 : 9.42516e-05 : 1.2 : 0.7
8646 : 0.0007 : 0.0118501 : 9.42467e-05 : 1.2 : 0.7
8647 : 0.0007 : 0.0118489 : 9.42417e-05 : 1.2 : 0.7
8648 : 0.0007 : 0.0118478 : 9.42368e-05 : 1.2 : 0.7
8649 : 0.0007 : 0.0118467 : 9.42319e-05 : 1.2 : 0.7
8650 : 0.0007 : 0.0118456 : 9.4227e-05 : 1.2 : 0.7
8651 : 0.0007 : 0.0118445 : 9.42221e-05 : 1.2 : 0.7
8652 : 0.0007 : 0.0118434 : 9.42172e-05 : 1.2 : 0.7
8653 : 0.0007 : 0.0118423 : 9.42123e-05 : 1.2 : 0.7
8654 : 0.0007 : 0.0118411 : 9.42073e-05 : 1.2 : 0.7
8655 : 0.0007 : 0.01184 : 9.42024e-05 : 1.2 : 0.7
8656 : 0.0007 : 0.0118389 : 9.41976e-05 : 1.2 : 0.7
8657 : 0.0007 : 0.0118378 : 9.41927e-05 : 1.2 : 0.7
8658 : 0.0007 : 0.0118367 : 9.41878e-05 : 1.2 : 0.7
8659 : 0.0007 : 0.0118356 : 9.41829e-05 : 1.2 : 0.7
8660 : 0.0007 : 0.0118344 : 9.4178e-05 : 1.2 : 0.7
8661 : 0.0007 : 0.0118333 : 9.41731e-05 : 1.2 : 0.7
8662 : 0.0007 : 0.0118322 : 9.41681e-05 : 1.2 : 0.7
8663 : 0.0007 : 0.0118311 : 9.41632e-05 : 1.2 : 0.7
8664 : 0.0007 : 0.01183 : 9.41584e-05 : 1.2 : 0.7
8665 : 0.0007 : 0.0118289 : 9.41535e-05 : 1.2 : 0.7
8666 : 0.0007 : 0.0118278 : 9.41486e-05 : 1.2 : 0.7
8667 : 0.0007 : 0.0118266 : 9.41437e-05 : 1.2 : 0.7
8668 : 0.0007 : 0.0118255 : 9.41388e-05 : 1.2 : 0.7
8669 : 0.0007 : 0.0118244 : 9.41339e-05 : 1.2 : 0.7
8670 : 0.0007 : 0.0118233 : 9.4129e-05 : 1.2 : 0.7
8671 : 0.0007 : 0.0118222 : 9.41241e-05 : 1.2 : 0.7
8672 : 0.0007 : 0.0118211 : 9.41192e-05 : 1.2 : 0.7
8673 : 0.0007 : 0.01182 : 9.41143e-05 : 1.2 : 0.7
8674 : 0.0007 : 0.0118189 : 9.41094e-05 : 1.2 : 0.7
8675 : 0.0007 : 0.0118177 : 9.41045e-05 : 1.2 : 0.7
8676 : 0.0007 : 0.0118166 : 9.40996e-05 : 1.2 : 0.7
8677 : 0.0007 : 0.0118155 : 9.40947e-05 : 1.2 : 0.7
8678 : 0.0007 : 0.0118144 : 9.40898e-05 : 1.2 : 0.7
8679 : 0.0007 : 0.0118133 : 9.40849e-05 : 1.2 : 0.7
8680 : 0.0007 : 0.0118122 : 9.408e-05 : 1.2 : 0.7
8681 : 0.0007 : 0.0118111 : 9.40751e-05 : 1.2 : 0.7
8682 : 0.0007 : 0.01181 : 9.40702e-05 : 1.2 : 0.7
8683 : 0.0007 : 0.0118089 : 9.40653e-05 : 1.2 : 0.7
8684 : 0.0007 : 0.0118077 : 9.40604e-05 : 1.2 : 0.7
8685 : 0.0007 : 0.0118066 : 9.40555e-05 : 1.2 : 0.7
8686 : 0.0007 : 0.0118055 : 9.40505e-05 : 1.2 : 0.7
8687 : 0.0007 : 0.0118044 : 9.40458e-05 : 1.2 : 0.7
8688 : 0.0007 : 0.0118033 : 9.40408e-05 : 1.2 : 0.7
8689 : 0.0007 : 0.0118022 : 9.4036e-05 : 1.2 : 0.7
8690 : 0.0007 : 0.0118011 : 9.40311e-05 : 1.2 : 0.7
8691 : 0.0007 : 0.0118 : 9.40262e-05 : 1.2 : 0.7
8692 : 0.0007 : 0.0117989 : 9.40213e-05 : 1.2 : 0.7
8693 : 0.0007 : 0.0117978 : 9.40163e-05 : 1.2 : 0.7
8694 : 0.0007 : 0.0117966 : 9.40115e-05 : 1.2 : 0.7
8695 : 0.0007 : 0.0117955 : 9.40066e-05 : 1.2 : 0.7
8696 : 0.0007 : 0.0117944 : 9.40017e-05 : 1.2 : 0.7
8697 : 0.0007 : 0.0117933 : 9.39968e-05 : 1.2 : 0.7
8698 : 0.0007 : 0.0117922 : 9.3992e-05 : 1.2 : 0.7
8699 : 0.0007 : 0.0117911 : 9.39871e-05 : 1.2 : 0.7
8700 : 0.0007 : 0.01179 : 9.39822e-05 : 1.2 : 0.7
8701 : 0.0007 : 0.0117889 : 9.39773e-05 : 1.2 : 0.7
8702 : 0.0007 : 0.0117878 : 9.39724e-05 : 1.2 : 0.7
8703 : 0.0007 : 0.0117867 : 9.39675e-05 : 1.2 : 0.7
8704 : 0.0007 : 0.0117856 : 9.39627e-05 : 1.2 : 0.7
8705 : 0.0007 : 0.0117845 : 9.39577e-05 : 1.2 : 0.7
8706 : 0.0007 : 0.0117833 : 9.39529e-05 : 1.2 : 0.7
8707 : 0.0007 : 0.0117822 : 9.3948e-05 : 1.2 : 0.7
8708 : 0.0007 : 0.0117811 : 9.39431e-05 : 1.2 : 0.7
8709 : 0.0007 : 0.01178 : 9.39382e-05 : 1.2 : 0.7
8710 : 0.0007 : 0.0117789 : 9.39334e-05 : 1.2 : 0.7
8711 : 0.0007 : 0.0117778 : 9.39284e-05 : 1.2 : 0.7
8712 : 0.0007 : 0.0117767 : 9.39236e-05 : 1.2 : 0.7
8713 : 0.0007 : 0.0117756 : 9.39187e-05 : 1.2 : 0.7
8714 : 0.0007 : 0.0117745 : 9.39138e-05 : 1.2 : 0.7
8715 : 0.0007 : 0.0117734 : 9.39089e-05 : 1.2 : 0.7
8716 : 0.0007 : 0.0117723 : 9.39041e-05 : 1.2 : 0.7
8717 : 0.0007 : 0.0117712 : 9.38992e-05 : 1.2 : 0.7
8718 : 0.0007 : 0.0117701 : 9.38943e-05 : 1.2 : 0.7
8719 : 0.0007 : 0.011769 : 9.38894e-05 : 1.2 : 0.7
8720 : 0.0007 : 0.0117679 : 9.38845e-05 : 1.2 : 0.7
8721 : 0.0007 : 0.0117668 : 9.38796e-05 : 1.2 : 0.7
8722 : 0.0007 : 0.0117657 : 9.38747e-05 : 1.2 : 0.7
8723 : 0.0007 : 0.0117645 : 9.38699e-05 : 1.2 : 0.7
8724 : 0.0007 : 0.0117634 : 9.3865e-05 : 1.2 : 0.7
8725 : 0.0007 : 0.0117623 : 9.386e-05 : 1.2 : 0.7
8726 : 0.0007 : 0.0117612 : 9.38553e-05 : 1.2 : 0.7
8727 : 0.0007 : 0.0117601 : 9.38504e-05 : 1.2 : 0.7
8728 : 0.0007 : 0.011759 : 9.38455e-05 : 1.2 : 0.7
8729 : 0.0007 : 0.0117579 : 9.38406e-05 : 1.2 : 0.7
8730 : 0.0007 : 0.0117568 : 9.38358e-05 : 1.2 : 0.7
8731 : 0.0007 : 0.0117557 : 9.38309e-05 : 1.2 : 0.7
8732 : 0.0007 : 0.0117546 : 9.3826e-05 : 1.2 : 0.7
8733 : 0.0007 : 0.0117535 : 9.38211e-05 : 1.2 : 0.7
8734 : 0.0007 : 0.0117524 : 9.38163e-05 : 1.2 : 0.7
8735 : 0.0007 : 0.0117513 : 9.38114e-05 : 1.2 : 0.7
8736 : 0.0007 : 0.0117502 : 9.38065e-05 : 1.2 : 0.7
8737 : 0.0007 : 0.0117491 : 9.38017e-05 : 1.2 : 0.7
8738 : 0.0007 : 0.011748 : 9.37968e-05 : 1.2 : 0.7
8739 : 0.0007 : 0.0117469 : 9.37919e-05 : 1.2 : 0.7
8740 : 0.0007 : 0.0117458 : 9.3787e-05 : 1.2 : 0.7
8741 : 0.0007 : 0.0117447 : 9.37822e-05 : 1.2 : 0.7
8742 : 0.0007 : 0.0117436 : 9.37773e-05 : 1.2 : 0.7
8743 : 0.0007 : 0.0117425 : 9.37724e-05 : 1.2 : 0.7
8744 : 0.0007 : 0.0117414 : 9.37676e-05 : 1.2 : 0.7
8745 : 0.0007 : 0.0117403 : 9.37627e-05 : 1.2 : 0.7
8746 : 0.0007 : 0.0117392 : 9.37578e-05 : 1.2 : 0.7
8747 : 0.0007 : 0.0117381 : 9.3753e-05 : 1.2 : 0.7
8748 : 0.0007 : 0.011737 : 9.3748e-05 : 1.2 : 0.7
8749 : 0.0007 : 0.0117359 : 9.37431e-05 : 1.2 : 0.7
8750 : 0.0007 : 0.0117348 : 9.37384e-05 : 1.2 : 0.7
8751 : 0.0007 : 0.0117337 : 9.37335e-05 : 1.2 : 0.7
8752 : 0.0007 : 0.0117326 : 9.37286e-05 : 1.2 : 0.7
8753 : 0.0007 : 0.0117315 : 9.37238e-05 : 1.2 : 0.7
8754 : 0.0007 : 0.0117304 : 9.37189e-05 : 1.2 : 0.7
8755 : 0.0007 : 0.0117293 : 9.3714e-05 : 1.2 : 0.7
8756 : 0.0007 : 0.0117282 : 9.37092e-05 : 1.2 : 0.7
8757 : 0.0007 : 0.0117271 : 9.37043e-05 : 1.2 : 0.7
8758 : 0.0007 : 0.011726 : 9.36994e-05 : 1.2 : 0.7
8759 : 0.0007 : 0.0117249 : 9.36946e-05 : 1.2 : 0.7
8760 : 0.0007 : 0.0117238 : 9.36897e-05 : 1.2 : 0.7
8761 : 0.0007 : 0.0117227 : 9.36849e-05 : 1.2 : 0.7
8762 : 0.0007 : 0.0117216 : 9.368e-05 : 1.2 : 0.7
8763 : 0.0007 : 0.0117205 : 9.36752e-05 : 1.2 : 0.7
8764 : 0.0007 : 0.0117194 : 9.36702e-05 : 1.2 : 0.7
8765 : 0.0007 : 0.0117183 : 9.36654e-05 : 1.2 : 0.7
8766 : 0.0007 : 0.0117172 : 9.36606e-05 : 1.2 : 0.7
8767 : 0.0007 : 0.0117161 : 9.36555e-05 : 1.2 : 0.7
8768 : 0.0007 : 0.011715 : 9.36508e-05 : 1.2 : 0.7
8769 : 0.0007 : 0.0117139 : 9.3646e-05 : 1.2 : 0.7
8770 : 0.0007 : 0.0117128 : 9.36411e-05 : 1.2 : 0.7
8771 : 0.0007 : 0.0117117 : 9.36363e-05 : 1.2 : 0.7
8772 : 0.0007 : 0.0117106 : 9.36314e-05 : 1.2 : 0.7
8773 : 0.0007 : 0.0117095 : 9.36265e-05 : 1.2 : 0.7
8774 : 0.0007 : 0.0117084 : 9.36217e-05 : 1.2 : 0.7
8775 : 0.0007 : 0.0117073 : 9.36167e-05 : 1.2 : 0.7
8776 : 0.0007 : 0.0117062 : 9.3612e-05 : 1.2 : 0.7
8777 : 0.0007 : 0.0117051 : 9.36071e-05 : 1.2 : 0.7
8778 : 0.0007 : 0.0117041 : 9.36023e-05 : 1.2 : 0.7
8779 : 0.0007 : 0.011703 : 9.35974e-05 : 1.2 : 0.7
8780 : 0.0007 : 0.0117019 : 9.35926e-05 : 1.2 : 0.7
8781 : 0.0007 : 0.0117008 : 9.35877e-05 : 1.2 : 0.7
8782 : 0.0007 : 0.0116997 : 9.35829e-05 : 1.2 : 0.7
8783 : 0.0007 : 0.0116986 : 9.3578e-05 : 1.2 : 0.7
8784 : 0.0007 : 0.0116975 : 9.35731e-05 : 1.2 : 0.7
8785 : 0.0007 : 0.0116964 : 9.35683e-05 : 1.2 : 0.7
8786 : 0.0007 : 0.0116953 : 9.35634e-05 : 1.2 : 0.7
8787 : 0.0007 : 0.0116942 : 9.35586e-05 : 1.2 : 0.7
8788 : 0.0007 : 0.0116931 : 9.35536e-05 : 1.2 : 0.7
8789 : 0.0007 : 0.011692 : 9.35488e-05 : 1.2 : 0.7
8790 : 0.0007 : 0.0116909 : 9.3544e-05 : 1.2 : 0.7
8791 : 0.0007 : 0.0116898 : 9.35391e-05 : 1.2 : 0.7
8792 : 0.0007 : 0.0116887 : 9.35343e-05 : 1.2 : 0.7
8793 : 0.0007 : 0.0116876 : 9.35295e-05 : 1.2 : 0.7
8794 : 0.0007 : 0.0116865 : 9.35246e-05 : 1.2 : 0.7
8795 : 0.0007 : 0.0116855 : 9.35198e-05 : 1.2 : 0.7
8796 : 0.0007 : 0.0116844 : 9.35149e-05 : 1.2 : 0.7
8797 : 0.0007 : 0.0116833 : 9.35101e-05 : 1.2 : 0.7
8798 : 0.0007 : 0.0116822 : 9.35052e-05 : 1.2 : 0.7
8799 : 0.0007 : 0.0116811 : 9.35004e-05 : 1.2 : 0.7
8800 : 0.0007 : 0.01168 : 9.34956e-05 : 1.2 : 0.7
8801 : 0.0007 : 0.0116789 : 9.34907e-05 : 1.2 : 0.7
8802 : 0.0007 : 0.0116778 : 9.34859e-05 : 1.2 : 0.7
8803 : 0.0007 : 0.0116767 : 9.3481e-05 : 1.2 : 0.7
8804 : 0.0007 : 0.0116756 : 9.34762e-05 : 1.2 : 0.7
8805 : 0.0007 : 0.0116745 : 9.34713e-05 : 1.2 : 0.7
8806 : 0.0007 : 0.0116734 : 9.34665e-05 : 1.2 : 0.7
8807 : 0.0007 : 0.0116723 : 9.34616e-05 : 1.2 : 0.7
8808 : 0.0007 : 0.0116713 : 9.34568e-05 : 1.2 : 0.7
8809 : 0.0007 : 0.0116702 : 9.3452e-05 : 1.2 : 0.7
8810 : 0.0007 : 0.0116691 : 9.34471e-05 : 1.2 : 0.7
8811 : 0.0007 : 0.011668 : 9.34423e-05 : 1.2 : 0.7
8812 : 0.0007 : 0.0116669 : 9.34374e-05 : 1.2 : 0.7
8813 : 0.0007 : 0.0116658 : 9.34326e-05 : 1.2 : 0.7
8814 : 0.0007 : 0.0116647 : 9.34277e-05 : 1.2 : 0.7
8815 : 0.0007 : 0.0116636 : 9.34229e-05 : 1.2 : 0.7
8816 : 0.0007 : 0.0116625 : 9.34181e-05 : 1.2 : 0.7
8817 : 0.0007 : 0.0116614 : 9.34132e-05 : 1.2 : 0.7
8818 : 0.0007 : 0.0116604 : 9.34084e-05 : 1.2 : 0.7
8819 : 0.0007 : 0.0116593 : 9.34035e-05 : 1.2 : 0.7
8820 : 0.0007 : 0.0116582 : 9.33987e-05 : 1.2 : 0.7
8821 : 0.0007 : 0.0116571 : 9.33939e-05 : 1.2 : 0.7
8822 : 0.0007 : 0.011656 : 9.3389e-05 : 1.2 : 0.7
8823 : 0.0007 : 0.0116549 : 9.33842e-05 : 1.2 : 0.7
8824 : 0.0007 : 0.0116538 : 9.33794e-05 : 1.2 : 0.7
8825 : 0.0007 : 0.0116527 : 9.33745e-05 : 1.2 : 0.7
8826 : 0.0007 : 0.0116516 : 9.33696e-05 : 1.2 : 0.7
8827 : 0.0007 : 0.0116506 : 9.33648e-05 : 1.2 : 0.7
8828 : 0.0007 : 0.0116495 : 9.336e-05 : 1.2 : 0.7
8829 : 0.0007 : 0.0116484 : 9.33552e-05 : 1.2 : 0.7
8830 : 0.0007 : 0.0116473 : 9.33503e-05 : 1.2 : 0.7
8831 : 0.0007 : 0.0116462 : 9.33455e-05 : 1.2 : 0.7
8832 : 0.0007 : 0.0116451 : 9.33407e-05 : 1.2 : 0.7
